客户ID,优先级,流失概率,在网月数,合约类型,月费,历史总消费,上网服务,支付方式,在线安全,技术支持,在线备份,流媒体电视,流媒体电影,老年人,有伴侣,有子女,性别,电子账单
1273-MTETI,P1-Extreme,92.8%,4,Month-to-month,88.85,372.45,Fiber optic,Electronic check,No,No,No,No,Yes,1,No,No,Female,Yes
9605-WGJVW,P1-Extreme,92.8%,1,Month-to-month,70.2,70.2,Fiber optic,Electronic check,No,No,No,No,No,1,No,No,Female,Yes
9689-PTNPG,P1-Extreme,92.8%,2,Month-to-month,80.25,144.55,Fiber optic,Electronic check,No,No,No,Yes,No,0,No,No,Male,Yes
6161-UUUTA,P1-Extreme,92.7%,3,Month-to-month,79.9,260.9,Fiber optic,Electronic check,No,No,No,Yes,No,1,No,No,Male,Yes
3295-YVUSR,P1-Extreme,92.7%,2,Month-to-month,72.6,154.3,Fiber optic,Mailed check,No,No,No,No,No,1,No,No,Male,Yes
9944-HKVVB,P1-Extreme,92.7%,3,Month-to-month,95.1,307.4,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,No,No,Female,Yes
2018-QKYGT,P1-Extreme,92.7%,1,Month-to-month,81.05,81.05,Fiber optic,Electronic check,No,No,No,No,Yes,0,Yes,Yes,Male,Yes
3422-GALYP,P1-Extreme,92.7%,2,Month-to-month,79.45,145.15,Fiber optic,Electronic check,No,No,Yes,No,No,0,No,No,Male,Yes
8884-ADFVN,P1-Extreme,92.6%,7,Month-to-month,101.95,700.85,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,Yes,No,Male,Yes
9306-CPCBC,P1-Extreme,92.6%,3,Month-to-month,74.25,210.3,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,Yes
8051-HJRLT,P1-Extreme,92.6%,1,Month-to-month,70.55,70.55,Fiber optic,Electronic check,No,No,No,No,No,1,No,No,Female,Yes
4822-RVYBB,P1-Extreme,92.6%,8,Month-to-month,100.6,819.4,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,No,No,Male,Yes
3871-IKPYH,P1-Extreme,92.5%,1,Month-to-month,69.1,69.1,Fiber optic,Electronic check,No,No,No,No,No,1,No,No,Male,No
5919-TMRGD,P1-Extreme,92.5%,1,Month-to-month,79.35,79.35,Fiber optic,Electronic check,No,No,No,Yes,No,0,No,Yes,Female,Yes
4626-GYCZP,P1-Extreme,92.5%,7,Month-to-month,93.85,635.6,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,No,No,Male,Yes
4529-CKBCL,P1-Extreme,92.5%,2,Month-to-month,80.2,146.05,Fiber optic,Electronic check,No,No,No,Yes,No,0,No,No,Female,Yes
1618-CFHME,P1-Extreme,92.5%,2,Month-to-month,75.9,143.35,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,Yes
8258-GSTJK,P1-Extreme,92.4%,3,Month-to-month,77.0,237.75,Fiber optic,Electronic check,No,No,No,No,No,1,No,No,Male,Yes
2660-EMUBI,P1-Extreme,92.4%,10,Month-to-month,95.35,898.35,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,No,No,Male,Yes
2865-TCHJW,P1-Extreme,92.4%,4,Month-to-month,89.2,346.2,Fiber optic,Electronic check,No,No,No,Yes,No,1,No,No,Female,Yes
8086-OVPWV,P1-Extreme,92.4%,2,Month-to-month,80.2,181.1,Fiber optic,Electronic check,No,No,No,No,Yes,0,No,No,Male,Yes
7760-OYPDY,P1-Extreme,92.4%,2,Month-to-month,80.65,144.15,Fiber optic,Electronic check,No,No,No,Yes,No,0,No,No,Female,Yes
5186-SAMNZ,P1-Extreme,92.4%,1,Month-to-month,69.5,69.5,Fiber optic,Bank transfer (automatic),No,No,No,No,No,1,No,No,Male,Yes
1389-CXMLU,P1-Extreme,92.4%,3,Month-to-month,91.05,289.1,Fiber optic,Electronic check,No,No,No,Yes,No,1,No,No,Male,No
6877-TJMBR,P1-Extreme,92.3%,1,Month-to-month,84.8,84.8,Fiber optic,Electronic check,No,Yes,No,Yes,No,0,Yes,No,Male,Yes
9878-TNQGW,P1-Extreme,92.3%,2,Month-to-month,80.95,171.15,Fiber optic,Electronic check,No,No,No,No,Yes,0,No,No,Male,Yes
0404-SWRVG,P1-Extreme,92.3%,3,Month-to-month,74.4,229.55,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Male,Yes
9837-BMCLM,P1-Extreme,92.3%,3,Month-to-month,78.5,242.05,Fiber optic,Electronic check,No,No,No,Yes,No,0,No,No,Male,Yes
0781-LKXBR,P1-Extreme,92.3%,9,Month-to-month,100.5,918.6,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,No,No,Male,Yes
9488-HGMJH,P1-Extreme,92.3%,1,Month-to-month,71.15,71.15,Fiber optic,Electronic check,No,No,No,No,No,1,No,No,Female,Yes
1981-INRFU,P1-Extreme,92.2%,2,Month-to-month,79.75,164.5,Fiber optic,Electronic check,No,No,No,Yes,No,0,No,No,Female,Yes
3878-AVSOQ,P1-Extreme,92.2%,1,Month-to-month,71.25,71.25,Fiber optic,Electronic check,No,No,No,No,No,1,No,No,Female,Yes
4090-KPJIP,P1-Extreme,92.2%,3,Month-to-month,74.95,212.4,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,Yes
8644-XLFBW,P1-Extreme,92.2%,1,Month-to-month,71.65,71.65,Fiber optic,Electronic check,No,No,No,No,No,1,No,No,Male,Yes
0196-VULGZ,P1-Extreme,92.2%,6,Month-to-month,84.35,474.9,Fiber optic,Electronic check,No,No,No,No,Yes,1,Yes,No,Female,Yes
0334-GDDSO,P1-Extreme,92.2%,3,Month-to-month,81.35,233.7,Fiber optic,Electronic check,No,No,Yes,No,No,1,No,No,Male,Yes
4587-VVTOX,P1-Extreme,92.2%,6,Month-to-month,105.3,545.2,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,Yes,No,Female,Yes
4482-EWFMI,P1-Extreme,92.1%,2,Month-to-month,69.7,135.2,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,Yes
0329-GTIAJ,P1-Extreme,92.1%,3,Month-to-month,97.9,315.3,Fiber optic,Electronic check,No,Yes,Yes,Yes,Yes,0,No,No,Female,Yes
4750-ZRXIU,P1-Extreme,92.1%,4,Month-to-month,84.6,360.1,Fiber optic,Electronic check,No,No,No,No,Yes,1,No,No,Female,Yes
9681-OXGVC,P1-Extreme,92.1%,5,Month-to-month,100.5,514.0,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,No,No,Female,Yes
4234-XTNEA,P1-Extreme,92.1%,2,Month-to-month,79.95,174.45,Fiber optic,Electronic check,No,No,No,Yes,No,0,No,No,Male,Yes
1853-UDXBW,P1-Extreme,92.0%,1,Month-to-month,70.0,70.0,Fiber optic,Electronic check,No,No,No,No,No,0,Yes,Yes,Male,Yes
8413-VONUO,P1-Extreme,92.0%,2,Month-to-month,95.65,167.3,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,No,No,Male,No
7817-BOQPW,P1-Extreme,92.0%,2,Month-to-month,75.55,166.3,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,Yes
7450-NWRTR,P1-Extreme,92.0%,12,Month-to-month,99.45,1200.15,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,No,No,Male,Yes
5393-RXQSZ,P1-Extreme,92.0%,1,Month-to-month,79.6,79.6,Fiber optic,Electronic check,No,No,No,No,Yes,0,No,No,Male,No
2012-NWRPA,P1-Extreme,92.0%,11,Month-to-month,99.55,1131.2,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,Yes,No,Female,Yes
8992-JQYUN,P1-Extreme,92.0%,1,Month-to-month,50.35,50.35,DSL,Electronic check,No,No,No,Yes,Yes,0,Yes,No,Male,Yes
2897-DOVND,P1-Extreme,91.9%,2,Month-to-month,69.8,146.65,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Male,Yes
3707-GNWHM,P1-Extreme,91.9%,1,Month-to-month,74.25,74.25,Fiber optic,Mailed check,No,No,No,No,No,0,No,No,Male,Yes
2777-PHDEI,P1-Extreme,91.9%,1,Month-to-month,78.05,78.05,Fiber optic,Electronic check,No,No,No,Yes,No,0,No,No,Female,No
5134-IKDAY,P1-Extreme,91.9%,1,Month-to-month,69.8,69.8,Fiber optic,Electronic check,No,No,No,No,No,0,Yes,Yes,Female,Yes
3746-EUBYR,P1-Extreme,91.9%,1,Month-to-month,74.6,74.6,Fiber optic,Bank transfer (automatic),No,No,No,No,No,0,Yes,No,Male,Yes
5561-NWEVX,P1-Extreme,91.9%,2,Month-to-month,79.2,172.85,Fiber optic,Electronic check,No,No,No,No,No,1,Yes,No,Female,No
0637-KVDLV,P1-Extreme,91.9%,2,Month-to-month,76.5,162.45,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Male,Yes
6108-OQZDQ,P1-Extreme,91.9%,4,Month-to-month,97.95,384.5,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,Yes,Yes,Female,Yes
4145-UQXUQ,P1-Extreme,91.9%,8,Month-to-month,92.1,729.95,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,No,No,Female,Yes
5383-MMTWC,P1-Extreme,91.9%,8,Month-to-month,84.0,613.4,Fiber optic,Electronic check,No,No,No,No,Yes,1,Yes,No,Female,Yes
4550-EVXNY,P1-Extreme,91.8%,1,Month-to-month,69.65,69.65,Fiber optic,Electronic check,No,No,No,No,No,0,No,Yes,Female,Yes
6618-RYATB,P1-Extreme,91.8%,1,Month-to-month,79.55,79.55,Fiber optic,Mailed check,No,No,No,No,No,0,No,No,Female,Yes
9317-WZPGV,P1-Extreme,91.8%,2,Month-to-month,79.75,159.4,Fiber optic,Bank transfer (automatic),No,No,No,No,Yes,1,No,No,Female,Yes
2789-HQBOU,P1-Extreme,91.8%,3,Month-to-month,80.35,253.8,Fiber optic,Electronic check,No,No,No,No,Yes,0,No,No,Male,Yes
1285-OKIPP,P1-Extreme,91.8%,1,Month-to-month,79.9,79.9,Fiber optic,Electronic check,No,No,No,No,Yes,0,No,No,Male,No
2656-TABEH,P1-Extreme,91.8%,4,Month-to-month,100.2,420.2,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,Yes,No,Male,Yes
1320-HTRDR,P1-Extreme,91.8%,3,Month-to-month,75.5,220.6,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,Yes
6221-AVQYL,P1-Extreme,91.7%,2,Month-to-month,73.25,131.05,Fiber optic,Credit card (automatic),No,No,No,No,No,0,No,No,Male,Yes
8161-QYMTT,P1-Extreme,91.7%,7,Month-to-month,94.1,701.3,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,No,No,Male,Yes
3389-YGYAI,P1-Extreme,91.7%,8,Month-to-month,105.5,829.55,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,1,No,No,Female,Yes
6372-RFVNS,P1-Extreme,91.7%,1,Month-to-month,78.8,78.8,Fiber optic,Electronic check,No,No,No,Yes,No,0,Yes,No,Female,No
6996-KNSML,P1-Extreme,91.6%,1,Month-to-month,74.9,74.9,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,Yes
8348-HFYIV,P1-Extreme,91.6%,2,Month-to-month,49.25,90.35,DSL,Electronic check,No,No,No,Yes,Yes,0,No,No,Male,Yes
7235-NXZCP,P1-Extreme,91.6%,2,Month-to-month,74.85,156.4,Fiber optic,Mailed check,No,No,No,No,No,1,No,No,Male,Yes
1678-FYZOW,P1-Extreme,91.6%,3,Month-to-month,79.4,244.65,Fiber optic,Electronic check,No,No,No,Yes,No,0,No,No,Female,Yes
3494-JCHRQ,P1-Extreme,91.5%,1,Month-to-month,70.05,70.05,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Male,Yes
6350-XFYGW,P1-Extreme,91.5%,4,Month-to-month,94.75,422.4,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,No,No,Male,Yes
2867-UIMSS,P1-Extreme,91.5%,1,Month-to-month,80.5,80.5,Fiber optic,Electronic check,No,No,No,No,Yes,0,No,No,Male,No
5804-LEPIM,P1-Extreme,91.5%,2,Month-to-month,70.35,139.05,Fiber optic,Electronic check,No,No,No,No,No,1,No,No,Female,Yes
0187-QSXOE,P1-Extreme,91.5%,7,Month-to-month,89.0,605.45,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,Yes,No,Male,Yes
2446-PLQVO,P1-Extreme,91.4%,1,Month-to-month,70.3,70.3,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Male,Yes
4115-NZRKS,P1-Extreme,91.4%,7,Month-to-month,89.15,574.35,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,No,No,Female,Yes
9507-EXLTT,P1-Extreme,91.4%,1,Month-to-month,79.35,79.35,Fiber optic,Bank transfer (automatic),No,No,No,Yes,No,0,Yes,No,Female,Yes
8779-QRDMV,P1-Extreme,91.4%,1,Month-to-month,39.65,39.65,DSL,Electronic check,No,No,No,No,Yes,1,No,No,Male,Yes
1455-UGQVH,P1-Extreme,91.3%,10,Month-to-month,98.5,1037.75,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,Yes,No,Male,Yes
7465-ZZRVX,P1-Extreme,91.3%,1,Month-to-month,70.35,70.35,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Male,Yes
7245-NIIWQ,P1-Extreme,91.3%,3,Month-to-month,69.85,199.85,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,Yes
2074-GKOWZ,P1-Extreme,91.3%,2,Month-to-month,89.55,185.55,Fiber optic,Bank transfer (automatic),No,No,No,Yes,Yes,0,Yes,Yes,Male,Yes
6357-JJPQT,P1-Extreme,91.3%,3,Month-to-month,80.5,232.35,Fiber optic,Electronic check,No,No,No,Yes,No,0,No,No,Female,Yes
5275-SQEIZ,P1-Extreme,91.3%,1,Month-to-month,80.85,80.85,Fiber optic,Mailed check,No,No,No,No,Yes,0,No,No,Male,Yes
4702-IOQDC,P1-Extreme,91.3%,1,Month-to-month,70.1,70.1,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,Yes
0328-GRPMV,P1-Extreme,91.3%,1,Month-to-month,70.1,70.1,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,Yes
3276-HDUEG,P1-Extreme,91.2%,1,Month-to-month,75.05,75.05,Fiber optic,Mailed check,No,No,No,No,No,0,No,No,Female,Yes
1724-BQUHA,P1-Extreme,91.2%,5,Month-to-month,89.5,477.7,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,No,No,Male,Yes
9305-CDSKC,P1-Extreme,91.2%,8,Month-to-month,99.65,820.5,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,No,No,Female,Yes
4342-HENTK,P1-Extreme,91.2%,2,Month-to-month,70.65,142.35,Fiber optic,Electronic check,No,No,No,No,No,1,No,No,Female,Yes
1640-PLFMP,P1-Extreme,91.2%,1,Month-to-month,70.25,70.25,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,Yes
3244-DCJWY,P1-Extreme,91.2%,1,Month-to-month,70.25,70.25,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,Yes
6653-CBBOM,P1-Extreme,91.1%,1,Month-to-month,70.3,70.3,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,Yes
5095-AESKG,P1-Extreme,91.1%,3,Month-to-month,91.5,242.95,Fiber optic,Credit card (automatic),No,No,Yes,No,Yes,0,Yes,No,Female,Yes
3049-NDXFL,P1-Extreme,91.1%,1,Month-to-month,85.8,85.8,Fiber optic,Mailed check,No,No,No,No,Yes,0,No,No,Female,No
5835-BEQEU,P1-Extreme,91.1%,3,Month-to-month,76.95,228.4,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Male,Yes
3727-RJMEO,P1-Extreme,91.1%,6,Month-to-month,82.85,460.25,Fiber optic,Electronic check,No,No,No,Yes,No,0,Yes,No,Male,Yes
9019-QVLZD,P1-Extreme,91.1%,1,Month-to-month,79.55,79.55,Fiber optic,Electronic check,No,No,No,Yes,No,0,No,No,Female,No
2205-YMZZJ,P1-Extreme,91.1%,7,Month-to-month,84.8,546.95,Fiber optic,Electronic check,No,No,No,Yes,No,1,No,No,Male,Yes
4581-SSPWD,P1-Extreme,91.0%,3,Month-to-month,75.8,246.3,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,Yes
3811-VBYBZ,P1-Extreme,91.0%,7,Month-to-month,99.8,673.25,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,No,No,Male,Yes
0235-KGSLC,P1-Extreme,91.0%,1,Month-to-month,85.55,85.55,Fiber optic,Credit card (automatic),No,No,No,Yes,No,0,No,No,Female,Yes
2516-VQRRV,P1-Extreme,91.0%,2,Month-to-month,75.45,158.4,Fiber optic,Mailed check,No,No,No,No,No,1,No,No,Female,Yes
2856-HYAPG,P1-Extreme,91.0%,1,Month-to-month,68.65,68.65,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,No
5376-DEQCP,P1-Extreme,91.0%,1,Month-to-month,70.6,70.6,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,Yes
6702-OHFWR,P1-Extreme,91.0%,1,Month-to-month,43.3,43.3,DSL,Electronic check,No,No,Yes,No,Yes,1,No,No,Male,Yes
3519-ZKXGG,P1-Extreme,90.9%,3,Month-to-month,75.85,256.6,Fiber optic,Electronic check,No,No,No,No,No,0,Yes,No,Female,Yes
0897-FEGMU,P1-Extreme,90.9%,11,Month-to-month,99.5,1056.95,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,Yes,No,Female,Yes
4274-OWWYO,P1-Extreme,90.9%,1,Month-to-month,74.35,74.35,Fiber optic,Electronic check,No,No,Yes,No,No,0,No,No,Male,Yes
6772-KSATR,P1-Extreme,90.9%,1,Month-to-month,81.7,81.7,Fiber optic,Electronic check,Yes,No,No,No,No,0,No,No,Male,Yes
7228-OMTPN,P1-Extreme,90.9%,4,Month-to-month,88.45,370.65,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,No,No,Male,Yes
0564-JJHGS,P1-Extreme,90.9%,9,Month-to-month,95.5,829.1,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,No,No,Male,Yes
7409-KIUTL,P1-Extreme,90.8%,1,Month-to-month,71.0,71.0,Fiber optic,Electronic check,No,No,No,No,No,1,No,Yes,Female,Yes
1031-IIDEO,P1-Extreme,90.8%,1,Month-to-month,70.85,70.85,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,Yes
3319-DWOEP,P1-Extreme,90.8%,6,Month-to-month,95.75,573.75,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,Yes,No,Male,Yes
2254-DLXRI,P1-Extreme,90.8%,1,Month-to-month,79.15,79.15,Fiber optic,Mailed check,No,No,Yes,No,No,0,No,No,Female,Yes
6407-UTSLV,P1-Extreme,90.7%,2,Month-to-month,83.8,163.7,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes,No,1,No,No,Female,Yes
8945-GRKHX,P1-Extreme,90.7%,1,Month-to-month,78.65,78.65,Fiber optic,Electronic check,No,No,No,No,Yes,0,No,Yes,Female,No
5519-NPHVG,P1-Extreme,90.7%,12,Month-to-month,94.2,1046.1,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,No,No,Female,Yes
7908-QCBCA,P1-Extreme,90.7%,1,Month-to-month,69.4,69.4,Fiber optic,Mailed check,No,No,No,No,No,0,Yes,No,Female,Yes
9965-YOKZB,P1-Extreme,90.7%,9,Month-to-month,83.85,790.15,Fiber optic,Electronic check,No,No,No,No,Yes,1,No,No,Male,Yes
2055-PDADH,P1-Extreme,90.7%,3,Month-to-month,70.4,204.7,Fiber optic,Electronic check,No,No,No,No,No,1,No,No,Female,Yes
6960-HVYXR,P1-Extreme,90.7%,1,Month-to-month,76.0,76.0,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,No
8414-MYSHR,P1-Extreme,90.6%,5,Month-to-month,91.4,449.75,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,No,No,Male,Yes
8972-HJWNV,P1-Extreme,90.6%,7,Month-to-month,84.55,646.85,Fiber optic,Electronic check,No,No,No,No,Yes,1,Yes,No,Female,Yes
4847-TAJYI,P1-Extreme,90.6%,6,Month-to-month,89.35,567.8,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,No,No,Female,Yes
2737-WFVYW,P1-Extreme,90.6%,2,Month-to-month,45.25,85.5,DSL,Electronic check,No,No,No,Yes,Yes,0,No,No,Female,Yes
5583-SXDAG,P1-Extreme,90.6%,1,Month-to-month,70.0,70.0,Fiber optic,Electronic check,No,No,No,No,No,0,Yes,No,Male,No
7198-GLXTC,P1-Extreme,90.5%,2,Month-to-month,79.0,143.65,Fiber optic,Electronic check,No,No,No,Yes,No,0,No,No,Male,No
0697-ZMSWS,P1-Extreme,90.5%,4,Month-to-month,85.65,338.9,Fiber optic,Electronic check,No,No,No,No,Yes,0,No,No,Male,Yes
7321-VGNKU,P1-Extreme,90.5%,2,Month-to-month,70.35,120.25,Fiber optic,Electronic check,No,No,No,No,No,0,Yes,No,Female,Yes
2642-DTVCO,P1-Extreme,90.5%,9,Month-to-month,85.05,746.5,Fiber optic,Electronic check,No,No,No,No,Yes,1,No,No,Male,Yes
3198-VELRD,P1-Extreme,90.5%,3,Month-to-month,84.75,264.85,Fiber optic,Bank transfer (automatic),No,No,No,No,Yes,0,Yes,Yes,Female,Yes
3765-JXVKY,P1-Extreme,90.4%,1,Month-to-month,74.7,74.7,Fiber optic,Electronic check,No,No,Yes,No,No,0,No,No,Female,Yes
7943-RQCHR,P1-Extreme,90.4%,9,Month-to-month,94.75,889.9,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,No,No,Female,Yes
7153-OANIO,P1-Extreme,90.4%,1,Month-to-month,69.95,69.95,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Male,No
3643-AHCFP,P1-Extreme,90.4%,7,Month-to-month,95.6,644.35,Fiber optic,Bank transfer (automatic),No,No,No,Yes,Yes,1,Yes,No,Male,Yes
8058-JMEQO,P1-Extreme,90.4%,9,Month-to-month,84.45,762.5,Fiber optic,Electronic check,No,No,No,No,Yes,1,No,No,Female,Yes
2761-OCIAX,P1-Extreme,90.4%,2,Month-to-month,74.7,165.4,Fiber optic,Electronic check,No,No,Yes,No,No,1,No,No,Male,Yes
3801-HMYNL,P1-Extreme,90.4%,1,Month-to-month,89.15,89.15,Fiber optic,Mailed check,No,No,No,Yes,Yes,0,Yes,Yes,Male,No
2982-VPSGI,P1-Extreme,90.3%,11,Month-to-month,94.0,1078.9,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,Yes,No,Female,Yes
7394-LWLYN,P1-Extreme,90.3%,2,Month-to-month,70.15,123.8,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,Yes
0702-PGIBZ,P1-Extreme,90.3%,4,Month-to-month,101.7,364.55,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,No,Yes,Male,Yes
1448-PWKYE,P1-Extreme,90.3%,1,Month-to-month,80.0,80.0,Fiber optic,Electronic check,No,No,No,No,Yes,0,Yes,Yes,Male,No
9134-CEQMF,P1-Extreme,90.3%,7,Month-to-month,89.5,676.7,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,Yes,No,Male,Yes
2081-VEYEH,P1-Extreme,90.3%,3,Month-to-month,107.95,318.6,Fiber optic,Electronic check,No,Yes,Yes,Yes,Yes,0,No,No,Male,Yes
6856-RAURS,P1-Extreme,90.3%,2,Month-to-month,74.9,136.05,Fiber optic,Mailed check,No,No,No,No,No,0,No,No,Female,Yes
9897-KXHCM,P1-Extreme,90.2%,3,Month-to-month,80.3,250.05,Fiber optic,Electronic check,No,No,No,No,Yes,0,Yes,Yes,Female,Yes
8337-UPOAQ,P1-Extreme,90.2%,10,Month-to-month,89.8,914.3,Fiber optic,Electronic check,No,No,No,No,Yes,1,Yes,No,Male,Yes
2013-SGDXK,P1-Extreme,90.2%,1,Month-to-month,84.3,84.3,Fiber optic,Electronic check,No,No,Yes,Yes,No,0,No,No,Female,No
3066-RRJIO,P1-Extreme,90.2%,1,Month-to-month,69.95,69.95,Fiber optic,Mailed check,No,No,No,No,No,0,No,No,Female,Yes
5442-UTCVD,P1-Extreme,90.2%,3,Month-to-month,91.85,257.05,Fiber optic,Electronic check,No,No,No,No,Yes,0,No,Yes,Male,No
4951-UKAAQ,P1-Extreme,90.1%,4,Month-to-month,88.95,355.2,Fiber optic,Electronic check,No,No,Yes,No,Yes,0,No,No,Female,Yes
0137-OCGAB,P1-Extreme,90.1%,1,Month-to-month,80.2,80.2,Fiber optic,Mailed check,No,No,Yes,No,No,0,No,No,Female,Yes
1624-NALOJ,P1-Extreme,90.1%,5,Month-to-month,89.8,502.6,Fiber optic,Electronic check,No,No,Yes,No,Yes,1,No,No,Male,Yes
7314-OXENN,P1-Extreme,90.1%,2,Month-to-month,82.0,184.65,Fiber optic,Electronic check,No,No,Yes,No,No,0,No,No,Male,Yes
9025-AOMKI,P1-Extreme,90.0%,6,Month-to-month,93.55,536.4,Fiber optic,Bank transfer (automatic),No,No,No,Yes,Yes,0,No,No,Female,Yes
5564-NEMQO,P1-Extreme,90.0%,1,Month-to-month,75.3,75.3,Fiber optic,Bank transfer (automatic),No,No,No,No,No,1,No,No,Female,Yes
1075-BGWOH,P1-Extreme,90.0%,16,Month-to-month,98.75,1587.55,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,Yes,No,Male,Yes
0455-XFASS,P2-Very High,90.0%,3,Month-to-month,69.55,200.2,Fiber optic,Electronic check,No,No,No,No,No,0,Yes,Yes,Female,Yes
6168-WFVVF,P2-Very High,89.9%,3,Month-to-month,70.3,235.5,Fiber optic,Electronic check,No,No,No,No,No,1,No,No,Female,Yes
1980-KXVPM,P2-Very High,89.9%,3,Month-to-month,75.05,256.25,Fiber optic,Credit card (automatic),No,No,No,No,No,1,No,No,Female,Yes
6993-OHLXR,P2-Very High,89.9%,2,Month-to-month,68.95,119.75,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,No
9061-TIHDA,P2-Very High,89.9%,13,Month-to-month,95.25,1233.65,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,Yes,No,Male,Yes
4192-GORJT,P2-Very High,89.9%,5,Month-to-month,94.45,498.1,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,Yes,No,Male,Yes
2984-AFWNC,P2-Very High,89.9%,3,Month-to-month,95.4,293.15,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,No,No,Female,No
6956-SMUCM,P2-Very High,89.9%,3,Month-to-month,99.0,287.4,Fiber optic,Credit card (automatic),Yes,No,No,Yes,Yes,0,No,No,Female,Yes
7668-XCFYV,P2-Very High,89.8%,17,Month-to-month,92.55,1614.7,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,Yes,No,Female,Yes
5956-VKDTT,P2-Very High,89.8%,5,Month-to-month,74.35,334.8,Fiber optic,Electronic check,No,No,No,No,No,1,Yes,No,Female,Yes
7488-MXJIV,P2-Very High,89.8%,4,Month-to-month,85.65,321.65,Fiber optic,Electronic check,No,No,No,Yes,No,0,No,No,Female,Yes
5196-SGOAK,P2-Very High,89.8%,1,Month-to-month,75.7,75.7,Fiber optic,Electronic check,No,No,Yes,No,No,0,No,No,Female,Yes
0390-DCFDQ,P2-Very High,89.8%,1,Month-to-month,70.45,70.45,Fiber optic,Mailed check,No,No,No,No,No,1,Yes,No,Female,Yes
8739-XNIKG,P2-Very High,89.8%,5,Month-to-month,84.0,424.75,Fiber optic,Electronic check,No,No,No,Yes,No,0,No,No,Female,Yes
